id,continent,gadm_level_0,gadm_level_1,gadm_level_2,region_custom,region_detail,iso_2,iso_3,taxa,kingdom,phylum,class,order,family,source_name,source_link,language,year
95,Europe,Austria,Vorarlberg,,,,AT,AUT,Lepidoptera,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste Vorarlberg Schmetterlinge,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_11_0001-0210.pdf,Deutsch,2022
96,Europe,Austria,Vorarlberg,,,,AT,AUT,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Rote Liste gefährdeter Heuschrecken Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_9_0001-0136.pdf,Deutsch,2015
97,Europe,Austria,Vorarlberg,,,,AT,AUT,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter Ameisen Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_3_0001-0127.pdf,Deutsch,2005
98,Europe,Austria,Vorarlberg,,,,AT,AUT,Mayflies,Animalia,Arthropoda,Insecta,Ephemeroptera,,Rote Liste gefährdeter Eintagsfliegen Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_7_0001-0120.pdf,Deutsch,2013
99,Europe,Austria,Vorarlberg,,,,AT,AUT,Amphibians,Animalia,Chordata,Amphibia,,,Rote Liste Vorarlberg Amphibien & Reptilien,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_10_0001-0188.pdf,Deutsch,2021
100,Europe,Austria,Vorarlberg,,,,AT,AUT,Reptiles,Animalia,Chordata,Reptilia,,,Rote Liste Vorarlberg Amphibien & Reptilien,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_10_0001-0188.pdf,Deutsch,2021
101,Europe,Austria,Vorarlberg,,,,AT,AUT,Lepidoptera,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste gefährdeter Schmetterlinge Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_1_0001-0112.pdf,Deutsch,2001
102,Europe,Austria,Vorarlberg,,,,AT,AUT,Mammals,Animalia,Chordata,Mammalia,,,Rote Liste gefährdeter Säugetiere Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_4_0001-0087.pdf,Deutsch,2006
103,Europe,Austria,Vorarlberg,,,,AT,AUT,Birds,Animalia,Chordata,Aves,,,Rote Liste gefährdeter Brutvögel Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_2_0001-0254.pdf,Deutsch,2002
104,Europe,Austria,Vorarlberg,,,,AT,AUT,Hydrophytes,Plantae,,,,,Rote Liste gefährdeter Wasserpflanzen Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_6_0001-0200.pdf,Deutsch,2013
105,Europe,Austria,Vorarlberg,,,,AT,AUT,Bryophytes,Plantae,,,,,Rote Liste gefährdeter Moose Vorarlbergs,https://www.zobodat.at/pdf/Rote-Listen-Vorarlbergs_8_0001-0236.pdf,Deutsch,2013
106,Europe,Austria,Vorarlberg,,,,AT,AUT,Flora,Plantae,,,,,Aktualisierte Rote Liste der Pflanzengesellschaften und Vegetationstypen Vorarlbergs,https://www.inatura.at/forschung-online/rotelisten_pflanzengesellschaften_2016.pdf,Deutsch,2016
107,Europe,Austria,Vorarlberg,,,,AT,AUT,Fungi,Fungi,,,,,Rote Liste gefährdeter Pilze Vorarlbergs,https://www.inatura.at/forschung-online/RL-12_fungi.pdf,Deutsch,2023
108,Europe,Austria,Niederösterreich,,,,AT,AUT,Birds,Animalia,Chordata,Aves,,,Rote Listen ausgewählter Tiergruppen Niederösterreichs - Vögel,https://www.noe.gv.at/noe/Naturschutz/RL_Voegel.pdf,Deutsch,1997
109,Europe,Austria,Niederösterreich,,,,AT,AUT,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Listen ausgewählter Tiergruppen Niederösterreichs - Tagfalter (Lepidoptera: Rhopalocera & Hesperiida,https://www.noe.gv.at/noe/Naturschutz/RL_Tagfalter.pdf,Deutsch,1999
110,Europe,Austria,Niederösterreich,,,,AT,AUT,Heteroptera,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Rote Listen ausgewählter Tiergruppen Niederösterreichs - Wanzen (Heteroptera),https://www.noe.gv.at/noe/Naturschutz/RL_Wanzen.pdf,Deutsch,2007
111,Europe,Austria,Niederösterreich,,,,AT,AUT,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Listen ausgewählter Tiergruppen Niederösterreichs - Ameisen (Hymenoptera: Formicidae),https://www.noe.gv.at/noe/Naturschutz/RL-NOE_8_0001-0075_Copy.pdf,Deutsch,2003
112,Europe,Austria,Niederösterreich,,,,AT,AUT,Odonata,Animalia,Arthropoda,Insecta,Odonata,,Rote Listen ausgewählter Tiergruppen Niederösterreichs- Libellen (Insecta: Odonata,https://www.zobodat.at/pdf/RL-NOE_2_0001-0091.pdf,Deutsch,1997
113,Europe,Austria,Niederösterreich,,,,AT,AUT,Decapoda,Animalia,Arthropoda,Malacostraca,Decapoda,,Rote Listen ausgewählter Tiergruppen Niederösterreichs Decapoda (Flußkrebse und Süßwassergarnelen) und Mysidacea (Schwebegarnelen),https://www.zobodat.at/pdf/RL-NOE_7_0034-0076.pdf,Deutsch,1999
114,Europe,Austria,Niederösterreich,,,,AT,AUT,Mysidacea,Animalia,Arthropoda,Malacostraca,,,Rote Listen ausgewählter Tiergruppen Niederösterreichs Decapoda (Flußkrebse und Süßwassergarnelen) und Mysidacea (Schwebegarnelen),https://www.zobodat.at/pdf/RL-NOE_7_0034-0076.pdf,Deutsch,1999
115,Europe,Austria,Niederösterreich,,,,AT,AUT,Branchiopoda,Animalia,Arthropoda,Branchiopoda,,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs Urzeitkrebse (Branchiopoda: Anostraca, Hotostraca, Conchostraca)",https://www.noe.gv.at/noe/Naturschutz/RL_Krebse.pdf,Deutsch,1999
116,Europe,Austria,Niederösterreich,,,,AT,AUT,Lampreys,Animalia,Chordata,Petromyzonti,Petromyzontiformes,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs - Fische und Neunaugen (Pisces, Cyclostomata),",https://noe.gv.at/noe/Naturschutz/RL_Fische.pdf,Deutsch,1996
117,Europe,Austria,Niederösterreich,,,,AT,AUT,Fishes,Animalia,Chordata,,,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs - Fische und Neunaugen (Pisces, Cyclostomata),",https://noe.gv.at/noe/Naturschutz/RL_Fische.pdf,Deutsch,1996
118,Europe,Austria,Niederösterreich,,,,AT,AUT,Amphibians,Animalia,Chordata,Amphibia,,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs- Lurche und Kriechtiere (Amphibia, Reptilia)",https://www.noe.gv.at/noe/Naturschutz/RL_Lurche.pdf,Deutsch,1997
119,Europe,Austria,Niederösterreich,,,,AT,AUT,Reptiles,Animalia,Chordata,Reptilia,,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs- Lurche und Kriechtiere (Amphibia, Reptilia)",https://www.noe.gv.at/noe/Naturschutz/RL_Lurche.pdf,Deutsch,1997
120,Europe,Austria,Niederösterreich,,,,AT,AUT,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs - Heuschrecken und Fangschrecken (Insecta-. Saltatoria, Mantode",https://www.noe.gv.at/noe/Naturschutz/RL_Heuschrecken.pdf,Deutsch,1997
121,Europe,Austria,Niederösterreich,,,,AT,AUT,Mantodea,Animalia,Arthropoda,Insecta,Mantodea,,"Rote Listen ausgewählter Tiergruppen Niederösterreichs - Heuschrecken und Fangschrecken (Insecta-. Saltatoria, Mantode",https://www.noe.gv.at/noe/Naturschutz/RL_Heuschrecken.pdf,Deutsch,1997
122,Europe,Austria,Niederösterreich,,,,AT,AUT,Bryophytes,Plantae,,,,,Erfassung der Moosflora Niederösterreichs,https://www.noe.gv.at/noe/Naturschutz/Moose_in_NOe_2012.pdf,Deutsch,1997
123,Europe,Austria,Niederösterreich,,,,AT,AUT,Bats,Animalia,Chordata,Mammalia,Chiroptera,,Fledermäuse in Niederösterreich,https://www.noe.gv.at/noe/Naturschutz/Fledermaeuse_in_NOe_2015.pdf,Deutsch,2015
124,Europe,Austria,Steiermark,,,,AT,AUT,Fauna,Animalia,,,,,Rote Listen der Tiere der Steiermark,https://www.oekoteam.at/images/oekodownload/rote-liste-endbericht-kurzfassung-stand-20220110.pdf,Deutsch,2021
125,Europe,Austria,Steiermark,,,,AT,AUT,Fungi,Fungi,,,,,Verzeichnis und Rote Liste der Großpilze der Steiermark (Österreich),https://www.researchgate.net/publication/321490912_Verzeichnis_und_Rote_Liste_der_Grosspilze_der_Steiermark_Osterreich,Deutsch,2017
126,Europe,Austria,Kärnten,,,,AT,AUT,Fauna,Animalia,,,,,Rote Liste gefährdeter Tiere Kärntens,https://www.freytagberndt.com/de/rote-liste-gefahrdeter-tiere-karntens.html,Deutsch,2023
127,Europe,Austria,Kärnten,,,,AT,AUT,Coleoptera,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste der Laufkäfer Kärnten 2023,https://www.researchgate.net/publication/376047966_Rote_Liste_der_Laufkafer_Karnten_2023,Deutsch,2023
128,Europe,Austria,Kärnten,,,,AT,AUT,Reptiles,Animalia,Chordata,Reptilia,,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/373036346_Reptilien_Reptilia_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_303-331,Deutsch,2023
129,Europe,Austria,Kärnten,,,,AT,AUT,Opiliones,Animalia,Arthropoda,Arachnida,Opiliones,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/373040675_Weberknechte_Arachnida_Opiliones_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_449-478,Deutsch,2023
130,Europe,Austria,Kärnten,,,,AT,AUT,Scorpions,Animalia,Arthropoda,Arachnida,Scorpionida,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/373040682_Skorpione_Arachnida_Scorpiones_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_411-429,Deutsch,2023
131,Europe,Austria,Kärnten,,,,AT,AUT,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/373041001_Spinnen_Arachnida_Araneae_Unter_Mitarbeit_von_Lamprecht_Julia_Waldner_Laura_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_481-568,Deutsch,2023
132,Europe,Austria,Kärnten,,,,AT,AUT,Odonata,Animalia,Arthropoda,Insecta,Odonata,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/372549308_Libellen_Insecta_Odonata_In_Komposch_Ch_Rote_Liste_gefahrdeter_Tiere_Karntens,Deutsch,2023
133,Europe,Austria,Kärnten,,,,AT,AUT,Gastropoda,Animalia,Mollusca,Gastropoda,,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/374587703_Schnecken_Muscheln_Mollusca_Gastropoda_Bivalvia_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_381-408,Deutsch,2023
134,Europe,Austria,Kärnten,,,,AT,AUT,Bivalvia,Animalia,Mollusca,Bivalvia,,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/374587703_Schnecken_Muscheln_Mollusca_Gastropoda_Bivalvia_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_fur_Karnten_Klagenfurt_S_381-408,Deutsch,2023
135,Europe,Austria,Kärnten,,,,AT,AUT,Lampreys,Animalia,Chordata,Petromyzonti,Petromyzontiformes,,Rote Liste gefährdeter Tiere Kärntens,https://www.researchgate.net/publication/373041219_Fische_Neunaugen_Pisces_Cyclostomata_Unter_Mitarbeit_von_Reichmann_Markus_Friedl_Thomas_Komposch_Christian_-_In_Komposch_Ch_Red_Rote_Liste_gefahrdeter_Tiere_Karntens_-_Naturwissenschaftlicher_Verein_f,Deutsch,2023
136,Europe,Austria,Kärnten,,,,AT,AUT,Magnoliophyta,Plantae,Tracheophyta,,,,Rote Liste gefährdeter Farn- und Blütenpflanzen Kärntens,https://www.freytagberndt.com/de/rote-liste-gefahrdeter-farn-und-blutenpflanzen-karntens.html,Deutsch,2023
137,Europe,Austria,Kärnten,,,,AT,AUT,Ferns,Plantae,Tracheophyta,Polypodiopsida,,,Rote Liste gefährdeter Farn- und Blütenpflanzen Kärntens,https://www.freytagberndt.com/de/rote-liste-gefahrdeter-farn-und-blutenpflanzen-karntens.html,Deutsch,2023
138,Europe,Austria,Oberösterreich,,,,AT,AUT,Vascular Plants,Plantae,Tracheophyta,,,,Katalog und Rote Liste der Gefäßpflanzen Oberösterreichs,https://www.land-oberoesterreich.gv.at/files/naturschutz_db/STAPFIA_0091_0001-0324.pdf,Deutsch,2009
139,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Flora,Plantae,,,,,"CRVENA LISTA UGROŽENIH DIVLJIH VRSTA I PODVRSTA BILJAKA, ŽIVOTINJA I GLJIVA",https://faolex.fao.org/docs/pdf/bih204210.pdf,Bosnian,2014
140,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Fauna,Animalia,,,,,"CRVENA LISTA UGROŽENIH DIVLJIH VRSTA I PODVRSTA BILJAKA, ŽIVOTINJA I GLJIVA",https://faolex.fao.org/docs/pdf/bih204210.pdf,Bosnian,2014
141,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Fauna,Animalia,,,,,CRVENA LISTA FAUNE FEDERACIJE BOSNE I HERCEGOVINE,https://www.fmoit.gov.ba/upload/file/okolis/Crvena lista Faune FBiH.pdf,Bosnian,2013
142,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Fungi,Fungi,,,,,CRVENA LISTA GLJIVA FEDERACIJE BOSNE I HERCEGOVINE,https://www.fmoit.gov.ba/upload/file/okolis/Crvena lista gljiva FBiH.pdf,Bosnian,2013
143,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Flora,Plantae,,,,,CRVENA LISTA FLORE FEDERACIJE BOSNE I HERCEGOVINE,https://www.fmoit.gov.ba/upload/file/okolis/Crvena lista Flore FBiH.pdf,Bosnian,2013
144,Europe,Montenegro,,,,,ME,MNE,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Crvena lista dnevnih leptira Crne Gore,https://epa.org.me/wp-content/uploads/2023/10/WEB_CRVENA_LISTA_DNEVNIH_LEPTIRA_CRNE_GORE.pdf,Montenegrin | English,2023
145,Europe,Montenegro,,,,,ME,MNE,Birds,Animalia,Chordata,Aves,,,O USTANOVLjAVANjU CRVENE LISTE PTICA CRNE GORE,https://faolex.fao.org/docs/pdf/mne210105.pdf,Montenegrin,2022
146,Europe,Montenegro,,,,,ME,MNE,Birds,Animalia,Chordata,Aves,,,Crvena lista ptica Crne Gore,https://epa.org.me/wp-content/uploads/2023/01/Crvena-lista-ptica-Crne-Gore.pdf,Montenegrin | English,2022
147,Europe,Montenegro,,,,,ME,MNE,Reptiles,Animalia,Chordata,Reptilia,,,Crvena lista vodozemaca i gmizavaca Crne Gore,https://epa.org.me/wp-content/uploads/2023/09/WEB_CRVENA-LISTA-VODOZEMACA-I-GMIZAVACA-CRNE-GORE-1.pdf,Montenegrin | English,2023
148,Europe,Montenegro,,,,,ME,MNE,Amphibians,Animalia,Chordata,Amphibia,,,Crvena lista vodozemaca i gmizavaca Crne Gore,https://epa.org.me/wp-content/uploads/2023/09/WEB_CRVENA-LISTA-VODOZEMACA-I-GMIZAVACA-CRNE-GORE-1.pdf,Montenegrin | English,2023
149,Europe,Montenegro,,,,,ME,MNE,Fungi,Fungi,,,,,PROTECTED SPECIES OF MACROMYCETES IN THE REPUBLIC OF MONTENEGRO,http://www.eccf.eu/Montenegro_species.pdf,English,2006
150,Europe,Montenegro,,,,,ME,MNE,Fungi,Fungi,,,,,PROTECTED SPECIES OF MACROFUNGI IN MONTENEGO,https://www.researchgate.net/publication/353378146_N_AT_UR_A_MONT_ENEGRI_NA_Po_dg_o_rica_92_195-203_PROTECTED_SPECIES_OF_MACROFUNGI_IN_MONTENEGO,English,2010
151,Europe,Montenegro,,,,,ME,MNE,Flora,Plantae,,,,,KATALOG VASKULARNE FLORE CRNE GORE,https://www.researchgate.net/profile/Danka-Cakovic/publication/283725704_Catalogue_of_vascular_flora_of_Montenegro/links/5645af8208aef646e6cd034d/Catalogue-of-vascular-flora-of-Montenegro.pdf,Montenegrin,2013
152,Europe,Montenegro,,,,,ME,MNE,Bryophytes,Plantae,,,,,Bryophyte Red List of Serbia and Montenegro,https://link.springer.com/article/10.1023/B:BIOC.0000029338.97776.66,English,2004
153,Europe,Serbia,,,,,RS,SRB,Bryophytes,Plantae,,,,,Bryophyte Red List of Serbia and Montenegro,https://link.springer.com/article/10.1023/B:BIOC.0000029338.97776.66,English,2004
154,Europe,North Macedonia,,,,,MK,MKD,Fungi,Fungi,,,,,National Red Lists for Species Conservation in Macedonia,https://web.archive.org/web/20241110061704/http://redlist.moepp.gov.mk/,English,2018
155,Europe,North Macedonia,,,,,MK,MKD,Flora,Plantae,,,,,National Red Lists for Species Conservation in Macedonia,https://web.archive.org/web/20241110061704/http://redlist.moepp.gov.mk/,English,2018
156,Europe,North Macedonia,,,,,MK,MKD,Fauna,Animalia,,,,,National Red Lists for Species Conservation in Macedonia,https://web.archive.org/web/20241110061704/http://redlist.moepp.gov.mk/,English,2018
157,Europe,North Macedonia,,,,,MK,MKD,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Red list of Orthoptera of the Republic of Macedonia,https://hal.science/hal-03530620,English,2014
158,Europe,North Macedonia,,,,,MK,MKD,Fungi,Fungi,,,,,CONTRIBUTION TO MACEDONIAN RED LIST OF FUNGI,http://www.eccf.eu/CONTRIBUTION_TO_MACEDONIAN_RED_LIST_OF_F.pdf,English | Macedonian,2012
159,Europe,North Macedonia,,,,,MK,MKD,Hesperioidea,Animalia,Arthropoda,Insecta,Lepidoptera,,Red List Of Butterflies (Lepidoptera: Hesperioidea & Papilionoidea) For Republic Of Macedonia,https://www.researchgate.net/publication/288003931_Red_List_Of_Butterflies_Lepidoptera_Hesperioidea_Papilionoidea_For_Republic_Of_Macedonia,English,2012
160,Europe,North Macedonia,,,,,MK,MKD,Papilionoidea,Animalia,Arthropoda,Insecta,Lepidoptera,,Red List Of Butterflies (Lepidoptera: Hesperioidea & Papilionoidea) For Republic Of Macedonia,https://www.researchgate.net/publication/288003931_Red_List_Of_Butterflies_Lepidoptera_Hesperioidea_Papilionoidea_For_Republic_Of_Macedonia,English,2012
161,Europe,North Macedonia,,,,,MK,MKD,Fungi,Fungi,,,,,2021 NATIONAL RED LIST OF FUNGI: FOCUSING ON CRITICALLY ENDANGERED SPECIES,https://www.researchgate.net/publication/382190621_2021_NATIONAL_RED_LIST_OF_FUNGIFOCUSING_ON_CRITICALLY_ENDANGERED_SPECIES,English,2021
162,Europe,Serbia,,,,,RS,SRB,Amphibians,Animalia,Chordata,Amphibia,,,AN UPDATED CHECKLIST OF THE SERBIAN BATRACHO AND HERPETOFAUNA,https://scindeks-clanci.ceon.rs/data/pdf/1820-9521/2022/1820-95212215149U.pdf,English,2022
163,Europe,Serbia,,,,,RS,SRB,Reptiles,Animalia,Chordata,Reptilia,,,AN UPDATED CHECKLIST OF THE SERBIAN BATRACHO AND HERPETOFAUNA,https://scindeks-clanci.ceon.rs/data/pdf/1820-9521/2022/1820-95212215149U.pdf,English,2022
164,Europe,Serbia,,,,,RS,SRB,Noctuidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Red List of Noctuidae (Lepidoptera) in Serbia,https://link.springer.com/content/pdf/10.1007/s10841-012-9527-7.pdf,English,2012
165,Europe,Serbia,,,,,RS,SRB,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
166,Europe,Montenegro,,,,,ME,MNE,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
167,Europe,Croatia,,,,,HR,HRV,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
168,Europe,North Macedonia,,,,,MK,MKD,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
169,Europe,Bosnia and Herzegovina,,,,,BA,BIH,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
170,Europe,Bulgaria,,,,,BG,BGR,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
171,Europe,Romania,,,,,RO,ROU,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
172,Europe,Greece,,,,,GR,GRC,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
173,Europe,Albania,,,,,AL,ALB,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
174,Europe,Slovenia,,,,,SI,SVN,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Red Data List of Charophytes in the Balkans,https://link.springer.com/article/10.1007/s10531-005-2008-5,English,2006
175,Europe,Serbia,,,,,RS,SRB,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,The_Proposed_Red_List_of_Serbian_Orthoptera,https://www.researchgate.net/profile/Slobodan-Ivkovic/publication/285770829_The_Proposed_Red_List_of_Serbian_Orthoptera/links/566353c208ae4931cd5edbaf/The-Proposed-Red-List-of-Serbian-Orthoptera.pdf,English,2015
176,Europe,Serbia,,,,,RS,SRB,Marchantiophyta,Plantae,Marchantiophyta,,,,Red-list of liverwort and hornwort species of Serbia: 2024 assessment,https://doiserbia.nb.rs/img/doi/1821-2158/2024/1821-21582401001S.pdf,English,2024
177,Europe,Serbia,,,,,RS,SRB,Flora,Plantae,,,,,Црвена књига флоре Србије,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian,1999
178,Europe,Serbia,,,,,RS,SRB,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Црвена књига дневних лептира Србије,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian,2003
179,Europe,Serbia,,,,,RS,SRB,Amphibians,Animalia,Chordata,Amphibia,,,Црвена књига фауне Србије I Водоземци,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian | English,2015
180,Europe,Serbia,,,,,RS,SRB,Reptiles,Animalia,Chordata,Reptilia,,,Црвена књига фауне Србије II Гмизавци,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian | English,2015
181,Europe,Serbia,,,,,RS,SRB,Birds,Animalia,Chordata,Aves,,,Црвена књига фауне Србије III Птице,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian | English,2018
182,Europe,Serbia,,,,,RS,SRB,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Црвена књига фауне Србије IV -Правокрилци,https://zzps.rs/%D0%BD%D0%B0%D1%88%D0%B0-%D0%B8%D0%B7%D0%B4%D0%B0%D1%9A%D0%B0/%D1%86%D1%80%D0%B2%D0%B5%D0%BD%D0%B5-%D0%BA%D1%9A%D0%B8%D0%B3%D0%B5/,Serbian | English,2018
183,Europe,Croatia,,,,,HR,HRV,Flora,Plantae,,,,,The Red Book of the Vascular Flora of Croatia,https://www.haop.hr/hr/publikacije/crvena-knjiga-vaskularne-flore-hrvatske,English,2005
